id,title,url,description,original_price,discounted_price,category,photo_url,booked_number,review_score,review_number,tags,is_mflg
115,OH! Kampong Gelam Art Walk in Singapore,https://www.klook.com/en-US/activity/106788-oh-kampong-gelam-art-walk-in-singapore/,"What to expect
OH! Kampong Gelam art walk runs on weekends from 30 March - 12 May. More slots will be released over time, so do check back again!

In 1824, two roads halve the Sultan’s compound.
In 1966, the precinct is emptied out.
In 2023, the boundaries are redrawn once again.

Explore how maps have constantly rewritten the story of Kampong Gelam. Join us on a guided walk to see more than 10 site-specific art installations that unearth stories within this neighbourhood.",35,,Tours,https://res.klook.com/image/upload/activities/vmc1cpyecrl3asbuyam7.jpg,500,,,"['Instant confirmation', 'Exclusive price', 'Combo: 7% off']",false
116,Big Bus Singapore Night City Tour,https://www.klook.com/en-US/activity/5662-night-city-tour-singapore/,"What to Expect from the Big Bus Singapore Night City Tour
Explore some of Singapore's most vibrant spaces after the sun goes down with this Singapore night tour! The 3-hour journey atop a double-decker tour bus will give you an amazing bird’s eye view of the city and allow you to indulge in some local food tasting. You will be accompanied by a professional English-speaking tour guide who will share with you all there is to know about Singapore's history and culture. Your tour begins at Suntec City, a wonderful representation of the beauty of modern Singapore. From there, we will be driving through the iconic Marina Bay and arriving at Marina Barrage, Singapore’s largest and most urbanised catchment. Watch the sun sets along the spectacular city skyline dotted with iconic landmarks is a sheer delight for all.

Next, we will head over to Lau Pa Sat, and experience Singapore’s unique food culture housed in one of the oldest Victorian structures in South-East Asia. Get ready to be wowed from authentic Singapore cuisines to well-loved international favourites. Your third stop is Gardens by the Bay, take a serene walk through the garden before the Garden Rhapsody light and sound show at the Supertree Grove, an impressive set of vertical gardens that light up in a dazzling display.

Finally hop back onto the bus for a drive down Orchard Road, Singapore’s prime shopping belt. Enroute to Orchard, you have the option to alight and end your tour at Clarke Quay, a busy dining and entertainment district home to restaurants, bars and clubs. Say goodbye to your guide here to spend the rest of the night out on your own, or continue with your scenic drive down Orchard before ending the tour at Suntec City!

Easily one of the best night tours in the city, this double-decker bus tour will surely leave you wanting more.",52.3,,Tours,https://res.klook.com/image/upload/activities/oi3nf6ncym5oobkvz2cs.jpg,10000,4.5,231,"['Bestseller', 'Instant confirmation']",false
123,Fragrance Making Workshop by Perfume Play,https://www.klook.com/en-US/activity/92659-fragrance-making-workshop-perfume-play/,"Highlights
Experienced perfumers will be your mentors throughout the workshop, sharing their knowledge and passion for fragrances
Get to learn about the history of perfumery and the ingredients used
Hands-on experience with a wide range of fragrances and essential oils
Access to an extensive scent library for composing personalized fragrances for your candle or perfume
Your own interactive workstation equipped with all necessary tools and materials to create your unique and custom-crafted fragrance or candle
Take home your bespoke perfume as a memorable souvenir or a perfect gift for someone",52,,Cultural experiences,https://res.klook.com/image/upload/activities/cwnrxtpnz6zuhoqaogxc.jpg,400,4.8,18,"[""Klook's choice"", 'Private group', 'Instant confirmation', 'Book now for tomorrow']",false
506,Clay Accessories Making Workshop - Advanced Kaleidoscope Tile,https://www.klook.com/en-US/activity/70856-singapore-kaleidoscope-tile-workshop-diy-workshop/,"Find out more about this floral accessories making workshop, and you will get to bring your artwork home!
Explore and learn how to create your very own unique accessories design
Enjoy the fun workshop taught by professionals and have a good bonding time
This is also a kids friendly workshop!",138,,Cultural experiences,https://res.klook.com/image/upload/activities/hlizdisiy7w6a5msivu6.jpg,,,,"['Easy refund', 'Instant confirmation']",false
117,Resorts World One Southeast Asia Cruise by Resorts World Cruises,https://www.klook.com/en-US/activity/110860-5-day-resorts-world-one-sea-cruise-jakarta/,"What to expect
Welcome to Asia’s latest gateway to adventure and one-of-a-kind experiences you’ll carry with you long after you disembark. Introducing roundtrip cruises to Southeast Asia’s best cities and hidden island gems including Thailand, Vietnam and Malaysia

Explore the exciting restaurants, bars and cafes offering dishes and drinks you know and love plus many you’ve yet to discover. Then take your pick from our world-class theatre shows, parties, performances, classes and facilities - there’s something going on somewhere, all day. And when you’re ready for some rest, no one does accommodation better than Asia’s hospitality veterans.

Cruise Line of the Singapore Cruise
The cruise line offering this Singapore cruise trip is Resort World Cruises. You will be boarding the Resorts World One cruise ship for an ultimate seacation.

The Unique Southeast Asia Cruise Trip
There are multiple 5 nights unique itineraries to choose from, the Singapore cruise trips set sail in Marina Bay Cruise Centre and dock at different Malaysia & Thailand ports including Redang Island, Bangkok, Koh Samui and Ho Chi Minh.

Facilities & activities Onboard
The Genting Dream cruise ship offers a great variety of onboard facilities & experiences including waterslide park, high elements obstacle course & zipline, spa, Yin Yang Show at Zodiac Theatre, live music from special events and !

Restaurants Onboard
Discover international and authentic Asian cuisines and beverages across 18 restaurants and bars, including Muslim-friendly cuisines",1898.5,,Cruises,https://res.klook.com/image/upload/activities/ufgwpcrlcppdk0i2gglf.jpg,,,,"['Instant confirmation', 'Up to 50% off']",false
118,Scentopia Sentosa,https://www.klook.com/en-US/activity/67646-scentopia-sentosa-singapore/,"Highlights
Create your signature scent based on your personality by taking a personality quiz
A different experience altogether - digitized and touchless perfume making
Indulge in free scented tours and enjoy with 300+ augmented reality experiences
Enjoy Singaporean floral heritage with beach on one side, and rain forest on the other - a true experience you'll never forget",95,80.75,Cultural experiences,https://res.klook.com/image/upload/activities/lrkizozebjulrpr1erca.jpg,4000,4.7,109,"['Bestseller', 'Instant confirmation', 'Book now for tomorrow']",false
119,Sentosa Island Bus Tour,https://www.klook.com/en-US/activity/102956-sentosa-island-bus-tour-singapore/,"What to expect
The Sentosa Island Bus Tour is the only guided tour that brings you around Sentosa Island in the cool comfort of an air-conditioned bus! The two-hour- long guided tour is a great way to discover the beauty and charm of Sentosa island while learning more about the evolution and transformation of the island.

The Sentosa Island Bus Tour will stop at key points of interest, including Beach Station, SkyHelix Sentosa, Explorers of Sentosa at Palawan Beach and many more!

Drop by SkyHelix Sentosa, the highest open-air panoramic ride in Singapore, offering one of the highest vantage points in Sentosa.

Be wowed by the Explorers of Sentosa along Palawan Beach as the four giant statues are made of wooden pallets, crates and discarded floorboards.

Then, bask in the bustling atmosphere at Central Beach Bazaar and treat yourself to some of the best global street eats along International Food Street.

At night, guests can experience the spectacular Wings of Time, an outdoor live show with impressive pyrotechnic displays, with tickets separately sold.

Guests will be able to hop off to explore and pose for photos before boarding the bus and enjoy the commentary from friendly guides.",25,22.5,Tours,https://res.klook.com/image/upload/activities/rb6yspltt73mqag72upx.jpg,800,4.6,15,"['Instant confirmation', 'Book now for today']",true
120,Giant Swing at Skypark Sentosa,https://www.klook.com/en-US/activity/6135-sentosa-giant-swing-singapore/,"What to Expect from Giant Swing at Skypark Sentosa by AJ Hackett
Swing from the heights of 40 meters with the only double swing of its kind in the world! The Giant Swing has an innovative new technology that will allow you and your friend to race against each other after you're dropped from the 40 meter jump off point! The best part? You get to swing while overlooking the stunning sights of Siloso Beach, and get a once in a lifetime view! Once you've reached the 40 meter height, you can pull the release and descent to the ground at exciting speeds of over 100km/hr - a fantastic experience for thrill seekers!",59,51,Outdoor & sports activities,https://res.klook.com/image/upload/activities/oih0nl1rdwejxnugeps0.jpg,20000,4.8,838,"['Bestseller', 'Instant confirmation', 'Combo: 16% off']",false
121,"ABSURDITIES, Immersive Dining by ANDSOFORTH",https://www.klook.com/en-US/activity/88305-absurdities-andsoforth/,"What to expect
Welcome to the world of the absurd, a place that isn’t so different from the world you would be used to, where reality television stats can become president and a pandemic has temporarily halted all leisure travel.
To some, we might feel like home. Others, a lucid dream. Nonetheless, we are here to stay. As long as there are absurdities in the world, there will be enough fuel to power this restaurant.
Booking includes a 6-course omakase menu and two alcoholic drinks, with the option to purchase additional wine and cocktail pairing.",263,230,Tours,https://res.klook.com/image/upload/activities/o84kb4swp9zaialsdnjm.jpg,400,4.5,19,"['Instant confirmation', 'Book now for tomorrow', 'Best Price Guarantee']",false
122,Private Full Day Singapore Highlights Tour,https://www.klook.com/en-US/activity/85925-private-full-day-highlights-tour-singapore/,"What to expect
Save precious time in Singapore on this private door-to-door guided day tour, complete with a vehicle that brings you to the heart of the Lion City. Cruise the Singapore River on a traditional bumboat, explore Kampong Glam, Little India & Chinatown, with an optional stop at Gardens by the Bay. Enjoy lunch at a 19th-century convent and dinner at a hawker market.

Merlion Park: One of the highlights of the whole tour is the visit to Merlion Park, which spans 2500 square meters. Here, you can see the famous icon of Singapore, the Merlion, a mythical creature that is part lion and part fish. Apart from this, you would also see the mesmerizing Marina Bay Sands Park.

Singapore Flyer: One thing you must not miss when in Singapore is the Singapore Flyer, which gives you an aerial view of the entire city. Other places added to the tour include Fountain of Wealth, Suntec City, Orchard Road, etc.

Esplanade Park & Esplanade - Theatres on the Bay believes that the arts are for everyone. Discover what’s on at Singapore’s performing arts home.

Kampong Glam: As Singapore’s Muslim center, Kampong Glam is home to the city’s biggest mosque, the Masjid Sultan (or Sultan Mosque). Its huge golden dome and four minarets cannot be overlooked.

Little India Arcade: Visit the most vibrant and happening parts of the city: Little India and Chinatown. A drive through these places is definitely a delight and will give you a glimpse of the city’s cultural diversity and multi-racial lifestyle.

Sultan Mosque, also known as Masjid Sultan, is the impressive Sultan Mosque in historic Kampong Gelam. It is the focal point for Singapore’s Muslim community.

Chinatown: Once an enclave for Singapore’s Chinese immigrant population, Chinatown today is much-beloved for its blend of old and new, with historic temples and traditional medicinal halls sitting alongside bold new bars and trendy lifestyle shops.",730.65,,Tours,https://res.klook.com/image/upload/activities/tq9aufwtwwlibwyf1jrc.jpg,,,,"[""Klook's choice"", 'Easy refund', 'Book now for tomorrow', 'Best Price Guarantee']",false
